,Price,Title,Date
839,$56995,2013 MASERATI GRANTURISMO MC STRADALE  ***CLEAN CARFAX**- 42628,May-05
840,$1450,2004 LINCOLN LS LUXURY,May-05
841,$4900,2004 Infiniti G35  clean Tittle,May-05
842,$8250,Super Clean 2013 Honda Civic - Original Owner- Private Seller,May-05
843,$26388,2018 FORD F-150 PICKUP,May-05
844,$12200,2018 Toyota Corolla,May-05
845,$2250,2006 CHEVROLET SILVERADO 4X4 LONGBED,May-05
846,$48995,2014 MERCEDES-BENZ CLS 63 S AWD **LOW MILES** *CLEAN CARFAX*** -,May-05
847,$1950,2008 HONDA CIVIC HYBRID,May-05
848,$1450,2005 HEEP LIBERTY SPORT,May-05
849,$16500,2015 BMW 328i Sedan RWD🤩Great price💲CALL TODAY💲Amazing Deal,May-05
850,$0,"2015 BMW X4 xDRIVE28i *0-500 DOWN, BAD CREDIT WORKS FOR CASH",May-05
851,$4975,2006 Toyota highlander  !!SALE ENDS TODAY!! ERIC 818-268-3009,May-05
852,$7900,2014 TOYOTA COROLLA LE,May-05
853,$24996,2018 BMW 4 Series 430i Convertible Extra Clean Priced To Sell,May-05
854,$2975,2000 Toyota CAMRY LE !!!LOW MILES!!! CALL ERIC 818-268-3009,May-05
855,$2950,2000 BMW 528I ( low miles ),May-05
856,$10900,2016 toyota camry,May-05
857,$1450,2008 HONDA CIVIC HYBRID,May-05
858,$25993,2018 BMW 4 Series 430i Convertible Extra Clean Priced To Sell,May-05
859,$325,2016 BMW *328i* *328 i* *328-i*  $325 /mo,May-05
860,$236,2017 KIA *Forte* *LX* $236 /mo,May-05
861,$12000,2010 Mercedes-Benz GLK GLK 350 * In-House Financing!,May-05
862,$25997,2018 BMW 4 Series 430i Convertible Extra Clean Priced To Sell,May-05
863,$26997,2018 BMW 4 Series 430i Convertible Extra Clean Priced To Sell,May-05
864,$6400,2007 GMC Sierra 1500 clean Tittle,May-05
865,$6900,"SUPER CLEAN ............. BMW ... 528i ............. ONLY 84,000 MILES",May-05
866,$8977,Immaculate 2014 Toyota Yaris for sale,May-05
867,$9750,AMAZING 91 INTERNATIONAL CUSTOM BOX TRUCK & PROPERTY IN NEVADA  NoARB!,May-05
868,$13000,2013 BMW 528i  Excellent Condition,May-05
869,$26188,2018 CHEVROLET COLORADO 2WD LT PICKUP,May-05
870,$2700,1986 Saab 900 Turbo SPG,May-05
871,$27000,2018 Dodhe Challenger,May-05
872,$1350,2000 Ford Escort zx2 coupe,May-05
873,$0,2010 Mazda Mazda3 Mazdaspeed3 Sport 1st Time Buyers/ No Credit No problem!,May-05
874,$37781,2018 Atlas SEL Premium for sale,May-05
875,$0,2019 Dodge Challenger R/T,May-05
876,$5650,BMW X3,May-05
877,$3000,2002 Ford Explorer,May-05
878,$12000,2014 Volkswagen Passat Wolfsburg Edition PZEV * In-House Financing!,May-05
879,$0,*2015* *Ram* *1500* *Ram  Quad Cab Tradesman HEMI Backup Camera*,May-05
880,$28991,2009 Dodge Ram 2500 Laramie Pickup 4D 6 1/4 ft,May-05
881,$24991,2015 Chevrolet Silverado 1500 LT Pickup 4D 6 1/2 ft,May-05
882,$3975,2003 Jeep liberty limited ***For SALE! Must see***,May-05
883,$2795,2001 Honda Accord Sdn VP - APPROVED W/ $1495 DWN *OAC!!,May-05
884,$45000,2017 Jeep Wrangler Unlimited Rubicon,May-05
885,$13995,*2013* *Volkswagen* *GTI* *w/Conv & Sunroof*,May-05
886,$26995,*2018* *Dodge* *Challenger* *SXT Plus*,May-05
887,$5400,2004 Lexus RX350  clean Tittle,May-05
888,$8400,"2010 VW CC Luxury Ed. Sedan /w 79k miles, Very Well Kept, 1-Owner",May-05
889,$398,2016 Dodge *Charger* *R/T* $398 /mo,May-05
890,$89995,*2016* *Mercedes-Benz* *AMG GT* *2dr Cpe*,May-05
891,$4500,Chevy Pick up 1969 C20 clean driver .,May-05
892,$12495,*2015* *Hyundai* *Sonata* *2.4L Sport*,May-05
893,$1875,2012 HYUNDAI VELOSTER **FINANCING AVAILABLE** $1875 DOWN O.A.C.,May-05
894,$7500,2006 Mercedes E350 Wagon,May-05
895,$18995,*2016* *Toyota* *Prius* *Three*,May-05
896,$15995,*2012* *Mercedes-Benz* *ML 350* *SUV*,May-05
897,$12995,*2010* *Ford* *Econoline Cargo Van* *Commercial*,May-05
898,$31995,*2014* *Maserati* *Quattroporte* *S Q4*,May-05
899,$2795,2001 Honda Accord Sdn VP - APPROVED W/ $1495 DWN *OAC!!,May-05
900,$0,*2014* *Land Rover* *LR4* *LUX*,May-05
901,$26995,*2015* *BMW* *M235i* **,May-05
902,$10995,*2012* *Mercedes-Benz* *C 250* *Coupe*,May-05
903,$26995,*2013* *BMW* *650i* **,May-05
904,$72995,*2009* *Porsche* *911* *Turbo*,May-05
905,$11495,*2010* *Toyota* *Prius* *IV*,May-05
906,$24995,*2014* *Maserati* *GHIBLI* **,May-05
907,$24900,2018 colorado zr2,May-05
908,$3300,1974 AMC Matador X,May-05
909,$2000,2002 Lexus ES300,May-05
910,$7495,*2009* *Toyota* *Camry* *SE*,May-05
911,$25495,"2016 428 Sport Sedan wTechnology Pkg and Heads Up MSRP $50,820 Drivers",May-05
912,$26985,2017 BMW x3 for sale,May-05
913,$3975,2002 Honda odyssey EX-L  **CALL US TODAY**,May-05
914,$9000,2011 Ford Edge SE * In-House Financing!,May-05
915,$7995,2008 Honda Odyssey EX-L * CLEAN CARS .. EASY FINANCING! *,May-05
916,$15499,2016 Ford Escape Titanium ~!100% APPROVAL!~,May-05
917,$22499,2008 Ford Super Duty F-250 King Ranch ~!100% APPROVAL!~,May-05
918,$4975,2008 HONDA CIVIC HYBRID **SWEET DEAL** CALL ERIC 818-268-3009,May-05
919,$10999,2010 Lexus IS 250  ~!100% APPROVAL!~,May-05
920,$0,"2014 MINI COOPER S *0-500 DOWN, BAD CREDIT WORKS FOR CASH",May-05
921,$5000,"2012 Nissan Sentra, $5000, clean title, great gas mileage",May-05
922,$8999,2014 Hyundai Sonata GLS ~!100% APPROVAL!~,May-05
923,$9999,2006 Ford Super Duty F-250 XL ~!100% APPROVAL!~,May-05
924,$4975,2006 FORD F150 XL EXT CAB ***SWEET DEAL***,May-05
925,$1500,"2012 HONDA ACCORD LX, $1500 DOWN, FINANCE ANY CREDIT",May-05
926,$10499,2016 Hyundai Elantra SE ~!100% APPROVAL!~,May-05
927,$13299,2011 Jeep Grand Cherokee Limited ~!100% APPROVAL!~,May-05
928,$14499,2013 Ford Expedition EL XLT ~!100% APPROVAL!~,May-05
929,$1500,"2013 EDGE LIMITED, PANORAMIC ROOF, BACK UP CAMERA",May-05
930,$12900,13' Ford Taurus SEL - LOOK!,May-05
931,$13999,2010 Ford F-150 XLT ~!100% APPROVAL!~,May-05
932,$16700,1999 Ford F350 4x4 7.3L Power Stroke Turbo Diesel Crew Cab,May-05
933,$7999,2006 BMW 7 Series  ~!100% APPROVAL!~,May-05
934,$40999,2014 GMC Sierra 3500HD Denali ~!100% APPROVAL!~,May-05
935,$14900,2008 F-350 Lariat 4x4 SuperCrew Longbed SRW,May-05
936,$4250,Hyundai Sonata V6 in Excellent Condition Only 124k Miles,May-05
937,$23888,2016 FORD EXPLORER XLT SUV,May-05
938,$10499,2012 Lexus ES 350  ~!100% APPROVAL!~,May-05
939,$5500,Excellent 2007 Audi A4 Only 69k Miles Clean Title XCLNT,May-05
940,$9226,2011 Mazda RX-8 Sport ~!100% APPROVAL!~,May-05
941,$3975,2008 BMW 335xi 3 - Series Public auction,May-05
942,$0,"2015 BMW X4 xDRIVE28i *0-500 DOWN, BAD CREDIT WORKS FOR CASH",May-05
943,$8999,2006 Ford Super Duty F-250 XL ~!100% APPROVAL!~,May-05
944,$1500,"2014 NISSAN ROGUE, AUTOMATIC, CLEAN TITLE, WE FINANCE, $1500 DOWN",May-05
945,$7599,2012 Hyundai Sonata 2.0T SE ~!100% APPROVAL!~,May-05
946,$900,1995 Honda Accord  Lx,May-05
947,$9299,2014 Dodge Grand Caravan SXT ~!100% APPROVAL!~,May-05
948,$15999,2007 Ford Super Duty F-250 XL ~!100% APPROVAL!~,May-05
949,$5900,Excellent RARE 2006 Audi S4 V8 Cabriolet Convertible Clean AWD,May-05
950,$1000,"2014 NISSAN SENTRA, AUTOMATIC, WE FINANCE FIST TIME BUYERS, BAD CRDIT",May-05
951,$11999,2011 BMW 5 Series  ~!100% APPROVAL!~,May-05
952,$8999,2014 MINI Clubman  ~!100% APPROVAL!~,May-05
953,$14499,2015 Toyota Prius Three ~!100% APPROVAL!~,May-05
954,$1000,"2008 TOYOTA COROLLA,, EVERYONE QUALIFIES, BAD CREDIT OK, 1ST TIME BUYE",May-05
955,$10499,2011 Toyota Sienna  ~!100% APPROVAL!~,May-05
956,$14599,2016 Chrysler Town  Country Touring ~!100% APPROVAL!~,May-05
957,$10000,2015 Dodge Dart SXT * In-House Financing!,May-05
958,$12599,2011 Nissan Armada Platinum ~!100% APPROVAL!~,May-05
959,$7499,2013 Hyundai Elantra GLS PZEV ~!100% APPROVAL!~,May-05
960,$17998,2016 Nissan Frontier SV ~!100% APPROVAL!~,May-05
961,$15900,2017 Subaru Forester Limited,May-05
962,$12526,2016 Toyota Corolla LE Premium ~!100% APPROVAL!~,May-05
963,$9526,2013 Hyundai Sonata Hybrid  ~!100% APPROVAL!~,May-05
964,$15999,2012 BMW 7 Series  ~!100% APPROVAL!~,May-05
965,$3999,2003 Volvo XC90 2.9L Twin Turbo ~!100% APPROVAL!~,May-05
966,$10900,2016 Kia Soul,May-05
967,$10998,2017 Hyundai Elantra GT Base - Financing Available,May-05
968,$12626,2016 Chevrolet Cruze Limited LT ~!100% APPROVAL!~,May-05
969,$6100,2006 Honda Accord,May-05
970,$7999,2014 Ford Focus SE ~!100% APPROVAL!~,May-05
971,$39526,2015 Ford Super Duty F-250 SRW Lariat ~!100% APPROVAL!~,May-05
972,$12826,2017 Ford Fusion Hybrid Hybrid SE ~!100% APPROVAL!~,May-05
973,$1000,"2014 FORD FIESTA. 19K MILES ONLY, WE FINANCE ANYONE, BAD CREDIT OK",May-05
974,$9988,2011 Lincoln MKX  ~!100% APPROVAL!~,May-05
975,$39995,2018 Toyota Sienna XLE Mobility Wheelchair In-Floor Ramp,May-05
976,$16226,2013 BMW X5 xDrive35i Sport Activity xDrive35i Sport Activity ~!100% APPROVA,May-05
977,$13500,Bmw 335i M sport,May-05
978,$26900,2002 Ford F250 7.3L Power Stroke Turbo Diesel 4x4 Super Duty,May-05
979,$9499,2014 Hyundai Veloster  ~!100% APPROVAL!~,May-05
980,$7777,2006 INFINITI G35 Sedan  ~!100% APPROVAL!~,May-05
981,$9998,2009 Mercedes-Benz CLK350 3.5L ~!100% APPROVAL!~,May-05
982,$25,Matchbox Mattel Cars,May-05
983,$8999,2009 Lincoln MKX  ~!100% APPROVAL!~,May-05
984,$11999,2014 Nissan Maxima 35 S ~!100% APPROVAL!~,May-05
985,$6700,2016 KIA FORTE,May-05
986,$14299,2012 Mercedes-Benz E-Class  ~!100% APPROVAL!~,May-05
987,$10599,2016 Kia Forte LX ~!100% APPROVAL!~,May-05
988,$4226,1999 Ford F-150 XLT ~!100% APPROVAL!~,May-05
989,$10999,2015 Hyundai Sonata 2.4L SE ~!100% APPROVAL!~,May-05
990,$7326,2010 Dodge Grand Caravan SE ~!100% APPROVAL!~,May-05
991,$1000,2001 Honda Civic,May-05
992,$8326,2008 Mercedes-Benz E350 Luxury 3.5L ~!100% APPROVAL!~,May-05
993,$7850,2009 Toyota Prius Very Good Conditions Runs Great,May-05
994,$10999,2012 Chrysler 300 Limited ~!100% APPROVAL!~,May-05
995,$5800,1977 Chevy Camaro Type LT,May-05
996,$8999,2014 Ford Escape SE,May-05
997,$26888,2018 FORD MUSTANG COUPE,May-05
998,$10499,2010 GMC Yukon SLT ~!100% APPROVAL!~,May-05
999,$16800,"2012 Audi A5 Premium Plus, Low Miles",May-05
1000,$11599,2007 BMW 6 Series  ~!100% APPROVAL!~,May-05
1001,$1000,"2011 FORD FUSION, RUNS GREAT, $1000 DOWN, BAD CREDIT OK",May-05
1002,$28900,2014 BMW 740i..ULTRA CLEAN,May-05
1003,$0,"2014 MINI COOPER S *0-500 DOWN, BAD CREDIT WORKS FOR CASH",May-05
1004,$3900,2008 Toyota Prius,May-05
1005,$12900,"2012 ACURA TL ADVANCE CLEAN TITLE,CLEAN CAR FAX!!!",May-05
1006,$1000,"2013 HYUNDAI ELANTRA, WE FINAN$1000 DOWN PAYMENT",May-05
1007,$14900,1994 Ford F350 7.3L Turbo Diesel 5-Spd Manual Landcraft / Centurion,May-05
1008,$4699,"2009 Mercury Milan Premier -  Only 96k, $4699 OBO",May-05
1009,$0,2017 Subaru BRZ Premium,May-05
1010,$0,2017 Toyota Corolla L,May-05
1011,$13500,2012 Buick Enclave Leather * In-House Financing!,May-05
1012,$325,2013 Ford *ESeries* *Wagon* E Series Wagon E-Series Wagon *XLT*,May-05
1013,$5999,"CHEAP 2010 TOYOTA PRIUS HYBRID, EASY FINANCE ,ASK FOR RAFAEL",May-05
1014,$16500,"2016 TOYOTA PRIUS 2 ONE OWNER,CLEAN CAR FAX!!!",May-05
1015,$13800,2012 Chrysler 300 Mopar limited Edition,May-05
1016,$20,Cars and car conver,May-05
1017,$0,Cash for cars,May-05
1018,$281,2017 Toyota *Corolla* *SE* $281 /mo,May-05
1019,$255,2011 Ford *Explorer* *XLT* $255 /mo,May-05
1020,$31995,2014 Ford F-150 Ford F150 Super Crew Cab FX4 4X4 Navigation Backup Cam,May-05
1021,$13995,2014 Ford Focus Electric Ford  Hatchback Backup Camera,May-05
1022,$1500,"2011 BMW 328i, EASY FINANCE ASK FOR RAFAEL CALL AT (818) 524-9245",May-05
1023,$22700,2004 Chevrolet Silverado 3500 LLY 6.6L Duramax Turbo Diesel 4x4 SRW,May-05
1024,$13995,2014 Ford Fusion Energi Ford Energi Plug-In Hybrid SE Navigation Backu,May-05
1025,$10500,2012 Chevy Equinox LT,May-05
1026,$1000,"2011 TOYOTA COROLLA LE, 1ST TIME BUYERS, BAD CREDIT OK",May-05
1027,$4700,ONE-OWNER 110K miles 2008 Toyota Corolla LE,May-05
1028,$29995,2014 Jeep Wrangler Unlimited Jeep  4X4 AutoCheck 1-Owner,May-05
1029,$14995,2014 Mazda Mazda3  i Grand Touring Navigation Backup Camera Moonroof,May-05
1030,$0,CaSh for CarS,May-05
1031,$1500,2004 Ford Escape XLT,May-05
1032,$4200,05 Ford F150,May-05
1033,$1000,"2010 HONDA ODYSSEY EX-L, EASY FINANCE,CALL(818) 524-9245 ASK FOR RAFA",May-05
1034,$18500,1966 Ford Mustang,May-05
1035,$0,2018 Kia Optima S,May-05
1036,$21200,2016 Lexus IS 300 AWD 16K MILES - PREMIUM PKG -  LOW M,May-05
1037,$1000,"2012 CHEVY CRUZE, AUTOMATIC, RUNS GREAT, WE FINANCE BAD CREDIT",May-05
1038,$11500,Hyundai Elantra GT Full,May-05
1039,$29900,2004 Dodge Ram 2500 5.9L HO Cummins Turbo Diesel 4X4 Manual 5-Spd,May-05
1040,$6300,2009 Toyota Prius,May-05
1041,$1500,"2012 CHEVY IMPALA LTZ, EASY FINANCE CALL (818) 524-9245 ASK FOR RAFAEL",May-05
1042,$14300,2017 Honda Accord Sport Special Edition,May-05
1043,$7500,2011 Toyota Prius Five * In-House Financing!,May-05
1044,$8900,2008 Nissan Frontier LE,May-05
1045,$8500,GMC sierra grande 15,May-05
1046,$9850,2003 LAND ROVER DISCOVERY SE LOW ORIG MILES 65K,May-05
1047,$3400,"Honda civic 1997  / 89,000 miles only!",May-05
1048,$1300,2000 GXE Nissan Altima,May-05
1049,$1500,1974 1/2 Jensen Healey JH-5,May-05
1050,$2500,"2010 CADILLAC SRX, FULLY LOADED, DVD PLAYER, BACK UP CAMERA, PANORAMIC",May-05
1051,$1000,"2012 CHEVY TRAVERSE LS, AUTOMATIC, 90 DAY WARRANTY, 3RD ROW SEAT",May-05
1052,$24700,1999 Ford F350 7.3L Power Stroke Turbo Diesel 4x4 Super Duty 4WD Laria,May-05
1053,$4900,2007 Ford E350 Starcraft Shuttle Bus 14 Passenger,May-05
1054,$1950,2003 Lexus LS430,May-05
1055,$8500,Excellent 2013 Lincoln MKS Prior Limo Excellent Loaded 90k Miles Clean,May-05
1056,$50000,2013 gmc 2500 Denali Duramax Sema truck,May-05
1057,$10000,2008 BMW X5 3.0si * In-House Financing!,May-05
1058,$12900,2014 MERCEDES C 250 LOW MILES WILL FINANCE 4500 DOWN DRIVES CAR,May-05
1059,$50000,2013 gmc 2500 Denali Duramax Sema truck,May-05
1060,$5500,Excellent Prisitne 2003 Chevrolet Tahoe Only 113k Miles 8-Seater Clean,May-05
1061,$20997,2018 DODGE CHARGER SXT PLUS SEDAN,May-05
1062,$26900,1999 Ford F250 7.3L Power Stroke Turbo Diesel 6-Speed Manual 4x4 Laria,May-05
1063,$9995,2008 Lexus ES 350 - APPROVED W/ $1495 DWN *OAC!!,May-05
1064,$50000,2013 gmc 2500 Denali Duramax Sema truck,May-05
1065,$42500,1939 Chevrolet (Chevy) Slant back Right hand drive,May-05
1066,$4500,Jaguar XJ8 L 1999,May-05
1067,$13995,"2007 Cadillac Escalade AWD- Leather, SunRoof, 3rd Row, Premium Wheels, V8",May-05
1068,$69900,1983 *Porsche* *911* *SC* Red,May-05
1069,$2900,2002 Suzuki XL7 4x4 for sale,May-05
1070,$13500,"2015 Toyota Corolla S Plus. 90k miles. Clean title. $13,500 (Glendale)",May-05
1071,$1800,2008 Chevy Impala LT,May-05
1072,$18892,2016 NISSAN ROGUE S SUV,May-05
1073,$8499,"2010 Toyota Prius w/ Navigation, 1 owner, clean title - 105k Miles",May-05
1074,$0,"2014 MINI COOPER S *0-500 DOWN, BAD CREDIT WORKS FOR CASH",May-05
1075,$11995,"2008 INFINITI G35 Sedan S- Leather, SunRoof, Power Seats, Backup Cam, MP3",May-05
1076,$6550,2009 Toyota Prius clean title carfax camera BT 113k 1 owner history,May-05
1077,$0,"TOP DOLLAR FOR CARS, TRUCKS",May-05
1078,$0,"TOP DOLLAR FOR CARS, TRUCKS",May-05
1079,$0,"TOP DOLLAR FOR CARS, TRUCKS",May-05
1080,$28900,2001 Dodge Ram 2500 5.9L HO Cummins Turbo Diesel 6-Speed Manual 4x4,May-05
